geoid,name,history,source_url,sb2
3301150260,Nashua,"Originally part of a Massachusetts tract called Dunstable, the area was incorporated as Nashua in 1836 when the New Hampshire portion was renamed after the Nashua River, whose name derives from the Nashaway people and means ""beautiful stream with a pebbly bottom"" in the Penacook language. The city developed as a major textile manufacturing hub during the Industrial Revolution, with the Nashua Manufacturing Company operating four mills and employing approximately 1,000 people by the mid-1800s. After the textile industry declined following World War I, the arrival of defense contractor Sanders Associates (now BAE Systems) in a former mill helped revitalize the city's economy in the mid-twentieth century.","https://en.wikipedia.org/wiki/Nashua,_New_Hampshire",
3301137940,Hudson,"Hudson's origins trace to the Dunstable Land Grant, with the area eventually becoming Nottingham West in 1739 before adopting its present name in 1830 to avoid confusion with the older Nottingham. The town's name apparently derives from an early misconception that the Merrimack River connected to the Hudson River, or from exploration by Henry Hudson, though both explanations proved unfounded. A significant aspect of Hudson's development came through the Alfred and Virginia Hills family, whose substantial land donations to the town, including Alvirne High School and the Hills Memorial Library, shaped the community's educational and cultural institutions for generations.","https://en.wikipedia.org/wiki/Hudson,_New_Hampshire",
3301525380,Exeter,"Exeter was founded on April 3, 1638, when clergyman John Wheelwright, exiled from Massachusetts, purchased land and established the town, naming it after Exeter in Devon, England. Originally inhabited by Pennacook Abenaki people who called the area ""M'Squamskook,"" meaning ""Falls at the Place of the Salmon,"" the settlement became one of four original townships in the province. The town served as New Hampshire's capital for fourteen years beginning in 1774, after the Provincial Congress relocated there to escape the royal governor's restrictions on meeting in Portsmouth.","https://en.wikipedia.org/wiki/Exeter,_New_Hampshire",
3301769940,Somersworth,"Somersworth was organized as a parish in 1729 and incorporated as a town in 1754 by colonial governor Benning Wentworth, with its name deriving from ""Summersworth,"" meaning ""summer town"" because ministers preached there during that season. The city became a major mill town in the 19th century after the Wendell brothers established the Great Falls Manufacturing Company in 1822, which operated textile mills that specialized in producing drillings, shirtings, and sheetings along the Salmon Falls River. Somersworth was incorporated as a city in 1893 and later experienced significant labor unrest, including participation in the 1922 New England Textile Strike before the regional textile industry entered decline in the mid-20th century.","https://en.wikipedia.org/wiki/Somersworth,_New_Hampshire",
3301532900,Hampstead,"Hampstead was incorporated in 1749 by colonial governor Benning Wentworth, who named it after Hampstead, England, the residence of William Pitt, a close friend. Originally settled in 1640 and initially known as ""Timberlane Parish"" due to its dense forests, the town was formed following the 1739 boundary decision between Massachusetts and New Hampshire. The town became home to the first honey factory in the United States, established in 1816.","https://en.wikipedia.org/wiki/Hampstead,_New_Hampshire",
3301574340,Stratham,"Stratham was settled in 1631 and formally incorporated in 1716 as the sixth town in the colony, named after Wriothesley Russell, Baron Howland of Streatham, a friend of Royal Governor Samuel Shute. The area was originally called Winnicutt by the Pennacook people and known as ""Squamscott Patent"" or ""Point of Rocks"" due to its geographic location. Notably, Stratham was comprehensively mapped by Phinehas Merrill in 1793, making it unusual among New England settlements of comparable size and allowing historians to identify which extant buildings predate the map.","https://en.wikipedia.org/wiki/Stratham,_New_Hampshire",
3300147140,Meredith,"Originally chartered as Palmer's Town in 1748 by the Masonian Proprietors in honor of surveyor Samuel Palmer, the settlement was renamed New Salem before receiving its current name in 1768 from Governor John Wentworth, who chose to honor Sir William Meredith, 3rd Baronet, a member of Parliament who opposed taxation on the colonies. The town's development accelerated in the early 1800s when John Bond Swasey constructed an innovative canal system that redirected water from Lake Waukewan, creating powerful waterfalls that powered numerous mills and eventually the Meredith Electric Light Company by 1895. Connected by railroad in 1849 and later served by steamboat routes from nearby Alton Bay, Meredith transformed into a thriving summer resort destination.","https://en.wikipedia.org/wiki/Meredith,_New_Hampshire",
3301150740,New Boston,"New Boston was first granted as a township in 1736 by colonial governor Jonathan Belcher and formally incorporated in 1763 under Governor Benning Wentworth, who formally recognized the long-used name of ""New Boston"" after settlers from Boston families had called it by that name since around 1751. The town developed into an industrial center, boasting 25 sawmills, six grain mills, two clothing mills and other manufacturing operations by 1820, though much of the lower village was destroyed during the Great Village Fire of 1887. In the twentieth century, New Boston became home to the Gravity Research Foundation and later the New Boston Space Force Station, a military satellite tracking facility established during the Cold War.","https://en.wikipedia.org/wiki/New_Boston,_New_Hampshire",
3301566180,Rye,"Rye was incorporated in 1785, though it was originally established as a parish in 1726 and called ""Sandy Beach"" before being renamed ""Rye"" after the town of Rye in Sussex, England, ancestral home of the prominent local Jenness family. The area has deeper roots as the site of the first European settlement in New Hampshire, Pannaway Plantation, established in 1623 at Odiorne's Point by English fishermen led by David Thompson, though this settlement was later abandoned. The town experienced tragedy during King William's War when a band of Wabanaki Indians attacked Sandy Beach in a raid in September 1691 in what became known as the Brackett Lane Massacre.","https://en.wikipedia.org/wiki/Rye,_New_Hampshire",
3301354260,Northfield,"Northfield was incorporated as an independent town on March 30, 1780, after residents of the northern area of Canterbury petitioned the state legislature for separation, citing the difficulty of traveling to the town center for civic business. The town derived its name from the ""north fields"" designation that had been used for this region of Canterbury since the 1740s. Following the arrival of the Boston, Concord and Montreal Railroad in 1848, Northfield developed into a mill town, leveraging the water power of the Winnipesaukee River to establish textile and paper manufacturing that sustained its economy throughout the nineteenth century.","https://en.wikipedia.org/wiki/Northfield,_New_Hampshire",
3300934820,Haverhill,"Settled by citizens from Haverhill, Massachusetts, the town was initially known as ""Lower Cohos,"" a name derived from the Abenaki people who had an agricultural presence in the area, before being incorporated in 1763 by colonial Governor Benning Wentworth. The town became the county seat of Grafton County in 1773 and served as the terminus of the Province Road, which connected northern and western settlements to the seacoast. Haverhill is home to the Haverhill-Bath Covered Bridge, constructed in 1829 and recognized as the oldest documented covered bridge in the country still standing.","https://en.wikipedia.org/wiki/Haverhill,_New_Hampshire",
3300358740,Ossipee,"Originally called ""Wigwam Village"" and later ""New Garden,"" Ossipee was incorporated as a town on February 22, 1785, and named for the Ossipee Indians, one of twelve Algonquian tribes. The settlement was the site of an Indian stockade fort built to defend against Mohawk attacks; after its destruction in 1725, Captain John Lovewell rebuilt it into one of the largest in New England. In the 19th century, Ossipee developed into a resort community, particularly after the Portsmouth, Great Falls & Conway Railroad reached the area in 1871, bringing commerce and tourism to the town.","https://en.wikipedia.org/wiki/Ossipee,_New_Hampshire",
3300536660,Hinsdale,"Hinsdale was chartered in 1753 and named for Colonel Ebenezer Hinsdale, a Harvard graduate and military officer who established Fort Hinsdale, including a trading post and gristmill, in 1742. Located beside the Connecticut River in southwestern New Hampshire, the town became an important center for industrial manufacturing, particularly papermaking, and was home to George A. Long, who built an early steam-powered vehicle in his machine shop during the 1870s. The town's earliest decades were marked by conflict with Native Americans, involving raids, assaults, and captivities.","https://en.wikipedia.org/wiki/Hinsdale,_New_Hampshire",
3301975060,Sunapee,"Sunapee was incorporated in 1781 after undergoing several name changes, including ""Saville,"" ""Corey's Town,"" and ""Wendell,"" before the legislature adopted the name ""Sunapee"" in 1850. The town's name derives from Algonquian words meaning ""goose"" and ""water,"" as indigenous peoples called the area the ""Lake of the Wild Goose"" due to the lake's distinctive shape. Before becoming a tourist destination centered around Lake Sunapee, the town served as an industrial hub, with one factory producing 110 clothespins per minute.","https://en.wikipedia.org/wiki/Sunapee,_New_Hampshire",
3300976740,Thornton,"Thornton was granted on July 6, 1763, and incorporated on November 20, 1781, receiving its name in honor of Doctor Matthew Thornton, a signer of the Declaration of Independence. Located in Grafton County, the town developed as part of New Hampshire's early settlement expansion in the late eighteenth century and grew to encompass 50.7 square miles across the Pemigewasset River watershed.","https://en.wikipedia.org/wiki/Thornton,_New_Hampshire",
3300784420,Whitefield,"Whitefield was chartered on July 4, 1774, as the last town to be granted under the English provincial government, and was incorporated under its current name on December 1, 1804. The town's name possibly derives from George Whitefield, a renowned English evangelist connected to Dartmouth College's patron, though some attribute it to the snowy white fields visible through surrounding mountain passages. Following the arrival of railroads in the nineteenth century, the town became a popular tourist destination for visitors seeking refuge from urban heat and pollution, leading to the construction of several grand hotels including the Mountain View House in 1866, which later became one of New Hampshire's most luxurious resorts.","https://en.wikipedia.org/wiki/Whitefield,_New_Hampshire",
3300151540,New Hampton,"The town was granted in 1765 by Governor Benning Wentworth and originally named ""Moultonborough Addition"" after Colonel Jonathan Moulton, who later changed it to ""New Hampton"" in 1777 when the town was incorporated, taking inspiration from his birthplace of Hampton. In 1821, the New Hampton School, a Free Will Baptist institution, was established in the town, and by 1920 it became home to the state's oldest fish hatchery.","https://en.wikipedia.org/wiki/New_Hampton,_New_Hampshire",
3300936900,Holderness,"In 1751, Thomas Shepard petitioned colonial Governor Benning Wentworth on behalf of 64 grantees for land on the Pemigewasset River, and the town was named after Robert Darcy, 4th Earl of Holderness, though settlement was delayed by the French and Indian War until after 1759. The land was regranted as ""New Holderness"" in 1761 and first settled in 1763, with proprietor Samuel Livermore attempting to establish a grand estate modeled on English countryside estates. By the mid-nineteenth century, the town had developed into a resort destination, attracting tourists who traveled by steamboat along Squam Lake, and it remains popular for recreation, notably serving as the filming location for the 1981 movie On Golden Pond.","https://en.wikipedia.org/wiki/Holderness,_New_Hampshire",
3301747700,Middleton,"Middleton was granted by the Masonian Proprietors in 1749 and named after Sir Charles Middleton, 1st Baron Barham, who oversaw convoy services between Barbados and the colonies. The town was incorporated on March 4, 1778, after initial settlement by pioneers from nearby communities shortly before the Revolutionary War. Following the war, a significant population of Quaker families, led by town auditor Nicholas Austin, relocated to Quebec in search of a more peaceful environment.","https://en.wikipedia.org/wiki/Middleton,_New_Hampshire",
3300323620,Effingham,"Effingham was initially settled by members of the Leavitt family from Hampton, New Hampshire and was known as ""Leavitt's Town"" before being renamed by Governor Benning Wentworth in 1749 in honor of the Howard family, Earls of Effingham who were related to the Wentworths by marriage; the town was incorporated in 1778. By the mid-19th century, Effingham Falls had developed into a significant mill town featuring textile and wood processing facilities, and the town became the home of New Hampshire's first normal school, established in 1830 to train teachers under the direction of future U.S. Senator James W. Bradbury.","https://en.wikipedia.org/wiki/Effingham,_New_Hampshire",
3301977940,Unity,"The area that became Unity was originally chartered in 1753 as ""Buckingham"" before being incorporated under its current name in 1764, following the resolution of land grant disputes between Massachusetts and New Hampshire colonial authorities. The town developed into a significant industrial center, and by 1810 it had grown to over 1,000 residents with multiple mills and a thriving sheep farming industry. In 2008, Unity gained national attention when presidential candidates Barack Obama and Hillary Clinton held their first joint public appearance there, a choice reportedly made because of the town's meaningful name and because the candidates had each received exactly 107 votes from Unity voters during the Democratic primary.","https://en.wikipedia.org/wiki/Unity,_New_Hampshire",
3300930820,Grafton,"Grafton was originally granted in 1761 and re-granted in 1769, taking its name from Augustus FitzRoy, 3rd Duke of Grafton, before being formally incorporated in 1778. Historically, the town's economy was based on subsistence farming, small-scale industry, and mining, with mica mines and granite quarries, notably Ruggles Mine, once characterizing the local landscape. The town later became known in the early 2000s as the focus of a libertarian settlement initiative that ultimately dissolved in 2016 amid various complications.","https://en.wikipedia.org/wiki/Grafton,_New_Hampshire",
3301978980,Washington,"Washington was incorporated on December 13, 1776, by the newly established American revolutionary government and named after George Washington, making it one of the first named in his honor. Originally settled in 1768, the town developed into a manufacturing center that utilized water power to produce lumber, textiles, and other goods, while also supporting sheep farms that generated wool and mutton for regional commerce. The establishment of the first Seventh-day Adventist church in Washington in 1862 marked a significant religious development in the community's history.","https://en.wikipedia.org/wiki/Washington,_New_Hampshire",
3301335860,Hill,"Originally incorporated as ""New Chester"" in 1753, the town was renamed ""Hill"" in 1837 to honor Isaac Hill, who served as governor of New Hampshire from 1836 to 1839. A significant event in the town's development occurred in 1941, when the village of Hill was relocated to accommodate the construction of the Franklin Falls Dam.","https://en.wikipedia.org/wiki/Hill,_New_Hampshire",
3300978740,Warren,"Warren was granted in 1763 by Governor Benning Wentworth and incorporated in 1770, taking its name from Admiral Sir Peter Warren of the Royal Navy. The town's most distinctive landmark is a Redstone ballistic missile displayed on the village green, donated in 1971 to honor Senator Norris Cotton, a Warren native. From 1909 to 1970, the village of Glencliff served as the mailing address for the New Hampshire State Sanatorium, a tuberculosis treatment facility located on Mount Moosilauke's slopes.","https://en.wikipedia.org/wiki/Warren,_New_Hampshire",
3300961060,Piermont,"Piermont was incorporated by Governor Benning Wentworth in 1764 and settled four years later, deriving its name from Italy's Piedmont region. The town boasts a notable connection to Western expansion through Aaron Lane, a Piermont native who became the first permanent settler in the area that would develop into Victorville, California. Colonel William Tarleton, a delegate to the Constitutional Convention of 1791, left his mark on the community by giving his name to Lake Tarleton, which remains a prominent local landmark.","https://en.wikipedia.org/wiki/Piermont,_New_Hampshire",
3301940900,Langdon,"Langdon was first settled in 1773 by Seth Walker and officially incorporated on January 11, 1787, receiving its name after Governor John Langdon. The town is notable as the home of the Prentiss Bridge, constructed in 1874 across Great Brook, which holds the distinction of being New Hampshire's shortest covered bridge at just 34 feet 6 inches in length.","https://en.wikipedia.org/wiki/Langdon,_New_Hampshire",
3300940660,Landaff,"Landaff was originally granted as ""Whitcherville"" in 1764 but was re-granted to Dartmouth College in 1770 after the initial settlers forfeited their claim, and the town was formally incorporated on November 11, 1774. The town's name derives from its official charter designation ""Llandaff,"" honoring the Bishop of Llandaff who served as chaplain to King George III. After the Revolutionary War, the original grantees successfully challenged the forfeiture as illegal, forcing Dartmouth College to relinquish its claims and abandon the infrastructure investments it had made in establishing settlements.","https://en.wikipedia.org/wiki/Landaff,_New_Hampshire",
3300719300,Dummer,"Dummer was granted in 1773 by Governor John Wentworth to Portsmouth investors and named after Massachusetts Governor William Dummer, who successfully defended English provinces during Dummer's War. The town remained largely unsettled until 1812 when William Leighton arrived with his family, and it was officially incorporated in 1848. The local economy developed around timber resources and water power from the Upper Ammonoosuc River, with sawmills and log drives eventually supplying papermills downstream in Berlin.","https://en.wikipedia.org/wiki/Dummer,_New_Hampshire",
3300334500,Hart's Location,"Hart's Location, incorporated in 1795, was named after Colonel John Hart of Portsmouth, New Hampshire, following a 1772 land grant to Thomas Chadbourne. The town gained historical prominence through the tragic 1826 Willey family disaster, when a landslide killed the family despite their house remaining standing, an event that inspired Nathaniel Hawthorne's short story ""The Ambitious Guest."" Since 1948, Hart's Location has become nationally recognized for frequently being one of the first places to report results in New Hampshire's presidential primary and general elections.","https://en.wikipedia.org/wiki/Hart%27s_Location,_New_Hampshire",
